0.000000e+00 5.225937e-06 3.321877e-06
5.000000e+00 2.334589e-05 1.368643e-05
1.000000e+01 1.426826e-04 2.025201e-05
1.500000e+01 2.701916e-04 4.033771e-05
2.000000e+01 3.760251e-04 4.146720e-05
2.500000e+01 6.658347e-04 8.291830e-05
3.000000e+01 9.443342e-04 9.717524e-05
3.500000e+01 1.082350e-03 1.216716e-04
4.000000e+01 1.500899e-03 1.359671e-04
4.500000e+01 1.333385e-03 1.643290e-04
5.000000e+01 1.104835e-03 1.314643e-04
5.500000e+01 1.349498e-03 1.547571e-04
6.000000e+01 1.828987e-03 2.034840e-04
6.500000e+01 2.394536e-03 1.544735e-04
7.000000e+01 1.691335e-03 1.060320e-04
7.500000e+01 1.183429e-03 8.358994e-05
8.000000e+01 4.659143e-04 5.609304e-05
8.500000e+01 1.392413e-05 2.309105e-05
